Page,10/19/2016,10/20/2016,10/21/2016,10/22/2016,10/23/2016,10/24/2016,10/25/2016,10/26/2016,10/27/2016,10/28/2016,10/29/2016,10/30/2016,10/31/2016,11/1/2016,11/2/2016,11/3/2016,11/4/2016,11/5/2016,11/6/2016,11/7/2016,11/8/2016,11/9/2016,11/10/2016,11/11/2016,11/12/2016,11/13/2016,11/14/2016,11/15/2016,11/16/2016,11/17/2016,11/18/2016,11/19/2016,11/20/2016,11/21/2016,11/22/2016,11/23/2016,11/24/2016,11/25/2016,11/26/2016,11/27/2016,11/28/2016,11/29/2016,11/30/2016,12/1/2016,12/2/2016,12/3/2016,12/4/2016,12/5/2016,12/6/2016,12/7/2016,12/8/2016,12/9/2016,12/10/2016,12/11/2016,12/12/2016,12/13/2016,12/14/2016,12/15/2016,12/16/2016,12/17/2016,12/18/2016,12/19/2016,12/20/2016,12/21/2016,12/22/2016,12/23/2016,12/24/2016,12/25/2016,12/26/2016,12/27/2016,12/28/2016,12/29/2016,12/30/2016,12/31/2016,1/1/2017,1/2/2017,1/3/2017,1/4/2017,1/5/2017,1/6/2017,1/7/2017,1/8/2017,1/9/2017,1/10/2017,1/11/2017,1/12/2017,1/13/2017,1/14/2017,1/15/2017,1/16/2017,1/17/2017,1/18/2017,1/19/2017,1/20/2017,1/21/2017,1/22/2017,1/23/2017,1/24/2017,1/25/2017,1/26/2017,1/27/2017,1/28/2017,1/29/2017,1/30/2017,1/31/2017,2/1/2017,2/2/2017,2/3/2017,2/4/2017,2/5/2017,2/6/2017,2/7/2017,2/8/2017,2/9/2017,2/10/2017,2/11/2017,2/12/2017,2/13/2017,2/14/2017,2/15/2017,2/16/2017,2/17/2017,2/18/2017,2/19/2017,2/20/2017,2/21/2017,2/22/2017,2/23/2017,2/24/2017,2/25/2017,2/26/2017,2/27/2017,2/28/2017,3/1/2017,3/2/2017,3/3/2017,3/4/2017,3/5/2017,3/6/2017,3/7/2017,3/8/2017,3/9/2017,3/10/2017,3/11/2017,3/12/2017,3/13/2017,3/14/2017,3/15/2017,3/16/2017,3/17/2017,3/18/2017,3/19/2017,3/20/2017,3/21/2017,3/22/2017,3/23/2017,3/24/2017,3/25/2017,3/26/2017,3/27/2017,3/28/2017,3/29/2017,3/30/2017,3/31/2017,4/1/2017,4/2/2017,4/3/2017,4/4/2017,4/5/2017,4/6/2017,4/7/2017,4/8/2017,4/9/2017,4/10/2017,4/11/2017,4/12/2017,4/13/2017,4/14/2017,4/15/2017,4/16/2017,4/17/2017,4/18/2017,4/19/2017,4/20/2017,4/21/2017,4/22/2017,4/23/2017,4/24/2017,4/25/2017,4/26/2017,4/27/2017,4/28/2017,4/29/2017,4/30/2017,5/1/2017,5/2/2017,5/3/2017,5/4/2017,5/5/2017,5/6/2017,5/7/2017,5/8/2017,5/9/2017,5/10/2017,5/11/2017,5/12/2017,5/13/2017,5/14/2017,5/15/2017,5/16/2017,5/17/2017,5/18/2017,5/19/2017,5/20/2017,5/21/2017,5/22/2017,5/23/2017,5/24/2017,5/25/2017,5/26/2017,5/27/2017,5/28/2017,5/29/2017,5/30/2017,5/31/2017,6/1/2017,6/2/2017,6/3/2017,6/4/2017,6/5/2017,6/6/2017,6/7/2017,6/8/2017,6/9/2017,6/10/2017,6/11/2017,6/12/2017,6/13/2017,6/14/2017,6/15/2017,6/16/2017,6/17/2017,6/18/2017,6/19/2017,6/20/2017,6/21/2017,6/22/2017,6/23/2017,6/24/2017,6/25/2017,6/26/2017,6/27/2017,6/28/2017,6/29/2017,6/30/2017,7/1/2017,7/2/2017,7/3/2017,7/4/2017,7/5/2017,7/6/2017,7/7/2017,7/8/2017,7/9/2017,7/10/2017,7/11/2017,7/12/2017,7/13/2017,7/14/2017,7/15/2017,7/16/2017,7/17/2017,7/18/2017,7/19/2017,7/20/2017,7/21/2017,7/22/2017,7/23/2017,7/24/2017,7/25/2017,7/26/2017,7/27/2017,7/28/2017,7/29/2017,7/30/2017,7/31/2017,8/1/2017,8/2/2017,8/3/2017,8/4/2017,8/5/2017,8/6/2017,8/7/2017,8/8/2017,8/9/2017,8/10/2017,8/11/2017,8/12/2017,8/13/2017,8/14/2017,8/15/2017,8/16/2017,8/17/2017,8/18/2017,8/19/2017,8/20/2017,8/21/2017,8/22/2017,8/23/2017,8/24/2017,8/25/2017,8/26/2017,8/27/2017,8/28/2017,8/29/2017,8/30/2017,8/31/2017,9/1/2017,9/2/2017,9/3/2017,9/4/2017,9/5/2017,9/6/2017,9/7/2017,9/8/2017,9/9/2017,9/10/2017,9/11/2017,9/12/2017,9/13/2017,9/14/2017,9/15/2017,9/16/2017,9/17/2017,9/18/2017,9/19/2017,9/20/2017,9/21/2017,9/22/2017,9/23/2017,9/24/2017,9/25/2017,9/26/2017,9/27/2017,9/28/2017,9/29/2017,9/30/2017,10/1/2017,10/2/2017,10/3/2017,10/4/2017,10/5/2017,10/6/2017,10/7/2017,10/8/2017,10/9/2017,10/10/2017,10/11/2017,10/12/2017,10/13/2017,10/14/2017,10/15/2017,10/16/2017,10/17/2017,10/18/2017
www.usfca.edu/arts-sciences/undergraduate-programs/performing-arts/music,16,44,21,17,18,22,0,0,0,0,0,0,0,0,25,31,10,24,24,33,31,30,0,0,0,0,28,40,31,35,0,0,0,0,0,0,0,0,19,26,25,30,30,11,23,9,22,28,29,22,17,22,12,17,0,0,0,0,0,0,0,0,17,16,21,15,5,12,21,11,0,0,0,0,13,20,28,0,23,0,17,0,0,0,31,22,0,16,0,0,15,0,25,8,16,0,21,0,20,22,19,12,11,0,15,0,24,0,0,0,0,24,0,32,0,17,0,0,18,0,0,0,0,0,0,0,10,16,0,0,18,0,21,0,0,0,0,13,0,0,0,18,0,19,0,0,0,25,14,16,0,26,24,23,15,0,0,16,21,27,34,21,0,26,11,19,0,0,0,0,16,30,7,25,0,0,25,0,12,17,44,27,37,0,19,9,0,0,21,23,18,30,18,0,0,22,18,0,20,15,0,16,14,13,18,17,0,0,11,0,16,25,0,15,0,13,11,33,20,16,11,0,11,16,23,17,8,2,9,29,17,8,21,16,8,16,17,20,12,13,15,16,10,24,23,26,14,12,8,17,15,18,21,10,16,13,20,10,0,11,17,15,12,8,19,13,16,10,9,20,9,26,20,30,16,10,0,9,18,0,20,21,11,14,22,8,15,12,6,24,22,13,0,0,0,0,0,13,0,31,0,0,0,15,11,0,28,0,0,21,18,0,0,0,0,0,0,14,0,18,12,0,0,0,0,0,0,32,0,0,0,14,16,0,0,40,0,0,0,0,0,34,0,12,0,0,19,25,0,25,0,24,13,17,0,0,0,32,12,0,0,0,26,0,21
www.usfca.edu/arts-sciences/undergraduate-programs/performing-arts/null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/performing-arts/our-alumni,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,9,6,1,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,0,0,2,0,0,0,0,0,0,3,1,3,0,0,0,0,1,6,0,1,3,0,0,0,5,1,0,1,1,2,2,0,2,0,3,1,0,0,9,5,1,0,0,5,0,1,2,0,0,0,0,0,0,0,2,2,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,6,2,5,5,0,2,0,4,0,2,6,4,0,3,3,0,1,2,0,0,2,0,0,0,1,0,0,3,2,0,6,3,4,0,0,5,3,1,0,2,3,1,0,0,0,0,3,2,1,3,2,1,3,0,1,0,1,0,3,1,0,0,0,4,5,0,1,1,0,0,4,0,2,0,2,1,2,0,2,1,6,0,3,1,1,0,1,3,2,4,1,4,1,0,2,2,2,0,0,1,2,4,1,0,2,1,3,2,0,1,0,3,0,0,3,2,2,2,0,1,3,2,1,0,1,2,0,8,0,5,0,3,1,2,1,1,2,0,1,0,0,0,0,3,2,4,2,0,0,0,0,0,0,0,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,1,3,0,0,1,0,0,0,2,0,1,0,0,0,1,0,3,3,1,1,0,3,3,2,0,0,0,0,0,0,0,0,2,0,0,4,0,0,1
www.usfca.edu/arts-sciences/undergraduate-programs/performing-arts/performing-artsand-social-justice-major,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/performing-arts/performing-arts-andsocial-justice-major,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/performing-arts/performing-arts-and-social-justice-major,39,29,41,18,24,38,0,0,0,0,0,0,0,0,17,25,39,25,34,32,30,22,0,0,0,0,46,55,45,27,0,0,0,0,0,0,0,0,17,25,29,35,30,25,18,18,22,33,24,21,24,23,17,18,0,0,0,0,0,0,0,0,22,31,24,17,7,8,19,21,0,0,0,0,18,20,28,23,34,19,17,0,31,36,0,31,0,0,41,0,29,0,37,36,0,0,32,29,31,38,27,19,15,0,0,41,0,0,11,0,0,0,33,32,0,17,11,19,0,24,0,0,15,0,25,0,0,24,0,10,0,20,0,32,19,0,19,25,34,0,0,26,0,13,0,0,0,41,0,16,13,0,49,37,20,29,20,0,20,27,0,40,0,37,21,0,31,0,45,33,37,21,24,36,37,0,19,0,0,19,0,0,29,27,30,0,18,28,36,35,0,0,0,23,31,26,21,30,16,0,0,20,12,30,16,19,12,0,0,26,23,23,31,0,0,26,16,18,20,15,8,8,17,22,30,25,17,14,11,25,19,0,26,21,17,16,24,18,24,18,16,15,13,21,18,28,29,9,6,21,27,24,39,21,19,10,0,18,12,22,29,14,12,19,0,30,19,19,16,21,21,23,35,22,0,20,24,17,25,31,0,22,28,17,13,32,33,11,20,0,19,0,16,0,0,28,0,0,0,0,0,0,0,0,17,0,26,21,0,0,28,15,0,0,40,23,0,0,19,0,0,0,20,0,17,0,18,0,35,32,23,0,16,33,0,26,0,31,0,16,26,46,0,0,0,33,0,0,0,0,0,16,26,19,0,19,30,0,0,22,21,21,34,38,37
www.usfca.edu/arts-sciences/undergradu-ate-programs/performing-arts/performing-arts-and-social-justice-major,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/performing-arts/performing-arts-and-social-justice-major/music,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/performing-arts/tech-design-certificate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,4,9,0,0,6,7,0,0,0,0,6,3,0,7,7,0,2,3,0,0,2,4,0,1,0,2,0,7,5,2,1,4,3,3,3
www.usfca.edu/arts-sciences/undergraduate-programs/performing-arts/theater,20,13,12,14,15,22,0,0,0,0,0,0,0,0,14,7,10,12,22,17,8,14,0,0,0,0,21,31,11,11,0,0,0,0,0,0,0,0,12,20,9,26,13,10,12,4,13,17,3,11,7,10,7,10,0,0,0,0,0,0,0,0,3,6,7,13,4,2,9,16,0,0,0,0,8,15,18,0,21,9,0,17,7,0,0,15,0,22,19,16,0,17,0,18,12,7,0,0,0,11,9,0,0,10,8,0,21,12,8,6,15,0,0,0,0,0,11,16,10,0,0,0,0,0,13,13,0,18,0,9,0,0,19,32,11,18,6,0,0,0,0,12,0,0,0,0,0,11,13,0,0,12,0,11,0,19,0,0,0,42,18,17,0,10,15,9,0,14,26,20,10,0,21,0,0,0,16,0,6,0,0,14,0,14,6,13,14,0,20,13,0,0,12,4,15,6,19,18,10,2,0,14,0,19,0,7,0,0,0,13,14,8,0,5,7,16,11,13,0,0,6,8,7,11,20,7,9,5,9,15,17,8,18,5,7,3,24,8,16,9,15,4,10,7,9,6,8,6,14,8,13,12,13,3,11,6,7,5,6,9,16,5,6,3,11,13,14,10,6,0,0,10,13,11,19,8,0,10,13,12,12,22,11,10,9,12,14,16,13,10,14,8,12,0,0,10,4,0,6,0,0,6,16,0,0,19,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,11,19,18,0,0,12,0,0,0,0,13,0,15,0,0,0,0,0,0,15,14,0,24,0,12,19,17,0,0,13,0,0,0,19,8,12,15,0,0,19
www.usfca.edu/arts-sciences/undergraduate-programs/performing-arts/theater/courses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/philippine-studies,10,9,8,9,7,3,0,0,0,0,0,0,0,0,17,21,9,6,10,12,11,7,0,0,0,0,13,20,10,14,0,0,0,0,0,0,0,0,2,5,10,9,14,5,7,2,11,22,10,11,0,6,3,11,0,0,0,0,0,0,0,0,7,4,14,4,8,3,4,1,0,0,0,0,7,3,7,11,9,0,5,0,2,5,6,5,9,7,12,4,0,9,17,11,0,11,0,0,6,12,0,2,2,6,15,9,7,0,7,0,7,7,4,11,1,6,0,12,9,12,0,9,0,0,11,0,0,4,0,0,0,0,0,0,5,3,0,0,5,4,0,0,0,0,0,0,0,9,0,8,4,7,9,6,0,0,0,0,10,0,10,0,11,2,3,0,8,0,0,0,0,0,9,10,0,6,0,5,0,0,10,0,0,10,2,0,5,0,11,0,5,12,5,9,0,20,15,0,3,0,0,4,10,12,10,10,0,0,6,0,15,2,6,0,6,15,4,8,7,4,5,5,1,2,7,9,4,5,9,8,7,10,6,12,7,3,3,4,1,7,7,1,6,1,6,8,5,2,12,2,5,14,4,3,2,2,0,3,4,14,9,1,10,4,2,6,7,12,7,3,4,7,9,4,5,6,4,5,11,7,6,9,1,10,0,10,11,5,2,3,3,11,0,0,3,0,0,2,0,13,0,0,0,0,0,3,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,5,0,0,4,0,11,0,0,0,9,0,0,0,0,8,4,8,0,0,0,0,0,0,8,0,10,10,0,0,0,0,5,3,0,0,3,7
www.usfca.edu/arts-sciences/undergraduate-programs/philippine-studies address,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/philippine-studies/faculty,5,9,3,3,5,1,0,0,0,0,0,0,0,0,3,4,2,7,0,0,0,0,0,0,0,0,2,6,3,4,0,0,0,0,0,0,0,0,1,0,4,5,0,0,0,0,3,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,0,1,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,2,1,3,0,0,0,0,1,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,1,1,3,0,0,0,0,0,1,3,1,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,2,1,1,0,2,2,0,0,5,0,3,0,2,0,0,0,0,0,1,1,0,1,4,1,0,0,0,0,0,1,3,4,0,0,0,1,5,0,0,0,1,1,0,0,2,0,1,13,0,0,2,1,2,0,6,6,0,1,2,0,1,3,2,1,0,1,1,1,5,5,1,4,2,1,2,1,1,0,1,2,1,1,1,1,0,0,1,0,1,2,0,0,2,0,0,6,3,2,1,3,0,1,2,4,3,1,0,4,0,2,0,0,1,0,3,5,2,1,3,0,2,4,6,0,3,1,4,2,0,5,0,1,5,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,2,0,5,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,4,2,1,4,1,0,0,0,0,0,2,0,0,0,6,3,2
